log_id,customer_id,chat_text,sentiment_label,keywords_detected
LOG02726,CUST08124,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02727,CUST08400,The loan was approved faster than expected – very pleased.,positive,
LOG02728,CUST03164,The loan was approved faster than expected – very pleased.,positive,
LOG02729,CUST02834,I love the new mobile app features.,positive,
LOG02730,CUST04606,My card was charged twice and no one is fixing it.,negative,
LOG02731,CUST01686,Can I increase my credit limit?,neutral,
LOG02732,CUST02715,I am very unhappy with how my complaint was handled.,negative,
LOG02733,CUST07993,"Great customer service, very helpful team.",positive,
LOG02734,CUST07310,Account blocked again. This is the third time this month.,negative,blocked
LOG02735,CUST09771,Can I increase my credit limit?,neutral,
LOG02736,CUST05223,I am very unhappy with how my complaint was handled.,negative,
LOG02737,CUST09950,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02738,CUST07034,Can I increase my credit limit?,neutral,
LOG02739,CUST09293,My card was charged twice and no one is fixing it.,negative,
LOG02740,CUST06127,I need to know the branch hours.,neutral,
LOG02741,CUST01053,What documents are needed for a loan application?,neutral,
LOG02742,CUST02741,Can I increase my credit limit?,neutral,
LOG02743,CUST08379,How do I update my contact details?,neutral,
LOG02744,CUST09616,I love the new mobile app features.,positive,
LOG02745,CUST04809,Account blocked again. This is the third time this month.,negative,blocked
LOG02746,CUST08692,"Excellent experience overall, keep it up.",positive,
LOG02747,CUST06526,I love the new mobile app features.,positive,
LOG02748,CUST01879,I cannot access my account – it seems blocked.,negative,blocked
LOG02749,CUST05287,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02750,CUST03047,Can I increase my credit limit?,neutral,
LOG02751,CUST04020,Why is my loan application still pending? Terrible process.,negative,
LOG02752,CUST03526,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02753,CUST06090,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02754,CUST02377,I love the new mobile app features.,positive,
LOG02755,CUST02004,I love the new mobile app features.,positive,
LOG02756,CUST05220,I cannot access my account – it seems blocked.,negative,blocked
LOG02757,CUST00179,What documents are needed for a loan application?,neutral,
LOG02758,CUST05389,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02759,CUST07625,"Great customer service, very helpful team.",positive,
LOG02760,CUST03812,Why is my loan application still pending? Terrible process.,negative,
LOG02761,CUST01086,Please send me my account statement.,neutral,
LOG02762,CUST04647,Account blocked again. This is the third time this month.,negative,blocked
LOG02763,CUST03477,Please send me my account statement.,neutral,
LOG02764,CUST01687,My card was charged twice and no one is fixing it.,negative,
LOG02765,CUST04556,"Excellent experience overall, keep it up.",positive,
LOG02766,CUST09960,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02767,CUST09404,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02768,CUST06910,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02769,CUST07131,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02770,CUST05245,I need to know the branch hours.,neutral,
LOG02771,CUST03230,"Great customer service, very helpful team.",positive,
LOG02772,CUST08093,How do I update my contact details?,neutral,
LOG02773,CUST00767,The loan was approved faster than expected – very pleased.,positive,
LOG02774,CUST06902,I am very unhappy with how my complaint was handled.,negative,
LOG02775,CUST02034,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02776,CUST02804,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02777,CUST05356,"Excellent experience overall, keep it up.",positive,
LOG02778,CUST03874,Account blocked again. This is the third time this month.,negative,blocked
LOG02779,CUST00349,Please send me my account statement.,neutral,
LOG02780,CUST00293,I need to know the branch hours.,neutral,
LOG02781,CUST09434,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02782,CUST07566,I cannot access my account – it seems blocked.,negative,blocked
LOG02783,CUST02148,I am very unhappy with how my complaint was handled.,negative,
LOG02784,CUST00607,Account blocked again. This is the third time this month.,negative,blocked
LOG02785,CUST08643,"Excellent experience overall, keep it up.",positive,
LOG02786,CUST05528,"Thank you, the issue has been resolved quickly.",positive,
LOG02787,CUST00267,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02788,CUST07699,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02789,CUST06801,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02790,CUST04501,I am very unhappy with how my complaint was handled.,negative,
LOG02791,CUST05666,Why is my loan application still pending? Terrible process.,negative,
LOG02792,CUST01307,The loan was approved faster than expected – very pleased.,positive,
LOG02793,CUST05132,Please send me my account statement.,neutral,
LOG02794,CUST00772,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02795,CUST04890,Account blocked again. This is the third time this month.,negative,blocked
LOG02796,CUST07448,What documents are needed for a loan application?,neutral,
LOG02797,CUST01990,Can I increase my credit limit?,neutral,
LOG02798,CUST01684,I need to know the branch hours.,neutral,
LOG02799,CUST03671,"Thank you, the issue has been resolved quickly.",positive,
LOG02800,CUST00171,I cannot access my account – it seems blocked.,negative,blocked
LOG02801,CUST01723,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02802,CUST07139,Why is my loan application still pending? Terrible process.,negative,
LOG02803,CUST02789,My card was charged twice and no one is fixing it.,negative,
LOG02804,CUST03132,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02805,CUST06044,What documents are needed for a loan application?,neutral,
LOG02806,CUST00081,"Excellent experience overall, keep it up.",positive,
LOG02807,CUST00861,What documents are needed for a loan application?,neutral,
LOG02808,CUST00706,I am very unhappy with how my complaint was handled.,negative,
LOG02809,CUST00787,"Thank you, the issue has been resolved quickly.",positive,
LOG02810,CUST01230,I am very unhappy with how my complaint was handled.,negative,
LOG02811,CUST05396,I am very unhappy with how my complaint was handled.,negative,
LOG02812,CUST04423,Account blocked again. This is the third time this month.,negative,blocked
LOG02813,CUST02791,What documents are needed for a loan application?,neutral,
LOG02814,CUST09560,What are the current interest rates for savings accounts?,neutral,
LOG02815,CUST01965,Can I increase my credit limit?,neutral,
LOG02816,CUST05232,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02817,CUST09571,"Great customer service, very helpful team.",positive,
LOG02818,CUST07321,Account blocked again. This is the third time this month.,negative,blocked
LOG02819,CUST02005,What documents are needed for a loan application?,neutral,
LOG02820,CUST08645,Please send me my account statement.,neutral,
LOG02821,CUST09469,"Great customer service, very helpful team.",positive,
LOG02822,CUST08030,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02823,CUST05275,I need to know the branch hours.,neutral,
LOG02824,CUST07909,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02825,CUST01505,My card was charged twice and no one is fixing it.,negative,
LOG02826,CUST04854,I am very unhappy with how my complaint was handled.,negative,
LOG02827,CUST01357,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02828,CUST09151,I love the new mobile app features.,positive,
LOG02829,CUST03374,My card was charged twice and no one is fixing it.,negative,
LOG02830,CUST01279,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02831,CUST08104,How do I update my contact details?,neutral,
LOG02832,CUST03482,How do I update my contact details?,neutral,
LOG02833,CUST03542,How do I update my contact details?,neutral,
LOG02834,CUST06309,Can I increase my credit limit?,neutral,
LOG02835,CUST07990,My card was charged twice and no one is fixing it.,negative,
LOG02836,CUST05578,"Thank you, the issue has been resolved quickly.",positive,
LOG02837,CUST09676,My card was charged twice and no one is fixing it.,negative,
LOG02838,CUST05109,Why is my loan application still pending? Terrible process.,negative,
LOG02839,CUST07439,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02840,CUST02524,What documents are needed for a loan application?,neutral,
LOG02841,CUST02131,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02842,CUST05958,"Great customer service, very helpful team.",positive,
LOG02843,CUST07413,The loan was approved faster than expected – very pleased.,positive,
LOG02844,CUST06557,My card was charged twice and no one is fixing it.,negative,
LOG02845,CUST01125,My card was charged twice and no one is fixing it.,negative,
LOG02846,CUST06932,I need to know the branch hours.,neutral,
LOG02847,CUST05033,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02848,CUST01673,Please send me my account statement.,neutral,
LOG02849,CUST07553,"Great customer service, very helpful team.",positive,
LOG02850,CUST01806,How do I update my contact details?,neutral,
LOG02851,CUST00272,My card was charged twice and no one is fixing it.,negative,
LOG02852,CUST03065,Can I increase my credit limit?,neutral,
LOG02853,CUST00469,I am very unhappy with how my complaint was handled.,negative,
LOG02854,CUST08699,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02855,CUST05767,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02856,CUST01939,I am very unhappy with how my complaint was handled.,negative,
LOG02857,CUST01378,"Excellent experience overall, keep it up.",positive,
LOG02858,CUST07070,Why is my loan application still pending? Terrible process.,negative,
LOG02859,CUST02468,What are the current interest rates for savings accounts?,neutral,
LOG02860,CUST08228,Account blocked again. This is the third time this month.,negative,blocked
LOG02861,CUST08322,Account blocked again. This is the third time this month.,negative,blocked
LOG02862,CUST00871,I need to know the branch hours.,neutral,
LOG02863,CUST04467,Can I increase my credit limit?,neutral,
LOG02864,CUST01603,Why is my loan application still pending? Terrible process.,negative,
LOG02865,CUST06268,I cannot access my account – it seems blocked.,negative,blocked
LOG02866,CUST03178,Account blocked again. This is the third time this month.,negative,blocked
LOG02867,CUST03104,I am very unhappy with how my complaint was handled.,negative,
LOG02868,CUST02895,The loan was approved faster than expected – very pleased.,positive,
LOG02869,CUST04521,Please send me my account statement.,neutral,
LOG02870,CUST09953,Please send me my account statement.,neutral,
LOG02871,CUST08498,The loan was approved faster than expected – very pleased.,positive,
LOG02872,CUST01789,The loan was approved faster than expected – very pleased.,positive,
LOG02873,CUST00818,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02874,CUST04079,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02875,CUST03598,How do I update my contact details?,neutral,
LOG02876,CUST00871,How do I update my contact details?,neutral,
LOG02877,CUST09425,How do I update my contact details?,neutral,
LOG02878,CUST03912,I love the new mobile app features.,positive,
LOG02879,CUST08719,How do I update my contact details?,neutral,
LOG02880,CUST04514,How do I update my contact details?,neutral,
LOG02881,CUST06629,My card was charged twice and no one is fixing it.,negative,
LOG02882,CUST06438,Account blocked again. This is the third time this month.,negative,blocked
LOG02883,CUST03603,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02884,CUST04396,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02885,CUST03371,The loan was approved faster than expected – very pleased.,positive,
LOG02886,CUST03336,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02887,CUST04719,I love the new mobile app features.,positive,
LOG02888,CUST09770,What documents are needed for a loan application?,neutral,
LOG02889,CUST00051,I love the new mobile app features.,positive,
LOG02890,CUST03033,"Thank you, the issue has been resolved quickly.",positive,
LOG02891,CUST07812,"Excellent experience overall, keep it up.",positive,
LOG02892,CUST03910,I am very unhappy with how my complaint was handled.,negative,
LOG02893,CUST05163,What are the current interest rates for savings accounts?,neutral,
LOG02894,CUST02731,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02895,CUST05443,"Great customer service, very helpful team.",positive,
LOG02896,CUST02324,The loan was approved faster than expected – very pleased.,positive,
LOG02897,CUST07776,I cannot access my account – it seems blocked.,negative,blocked
LOG02898,CUST05474,The loan was approved faster than expected – very pleased.,positive,
LOG02899,CUST02909,I cannot access my account – it seems blocked.,negative,blocked
LOG02900,CUST01262,I love the new mobile app features.,positive,
LOG02901,CUST00160,"Great customer service, very helpful team.",positive,
LOG02902,CUST05770,Please send me my account statement.,neutral,
LOG02903,CUST09555,The loan was approved faster than expected – very pleased.,positive,
LOG02904,CUST08001,"Thank you, the issue has been resolved quickly.",positive,
LOG02905,CUST07743,My card was charged twice and no one is fixing it.,negative,
LOG02906,CUST00741,How do I update my contact details?,neutral,
LOG02907,CUST09295,"Thank you, the issue has been resolved quickly.",positive,
LOG02908,CUST04763,What documents are needed for a loan application?,neutral,
LOG02909,CUST08607,"Great customer service, very helpful team.",positive,
LOG02910,CUST02402,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02911,CUST01639,"Thank you, the issue has been resolved quickly.",positive,
LOG02912,CUST05500,I love the new mobile app features.,positive,
LOG02913,CUST08040,Can I increase my credit limit?,neutral,
LOG02914,CUST05748,What documents are needed for a loan application?,neutral,
LOG02915,CUST07971,I am very unhappy with how my complaint was handled.,negative,
LOG02916,CUST05969,I love the new mobile app features.,positive,
LOG02917,CUST00223,The loan was approved faster than expected – very pleased.,positive,
LOG02918,CUST04934,I need to know the branch hours.,neutral,
LOG02919,CUST08485,Why is my loan application still pending? Terrible process.,negative,
LOG02920,CUST09761,What documents are needed for a loan application?,neutral,
LOG02921,CUST01848,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02922,CUST08509,I am very unhappy with how my complaint was handled.,negative,
LOG02923,CUST02424,I cannot access my account – it seems blocked.,negative,blocked
LOG02924,CUST03609,Can I increase my credit limit?,neutral,
LOG02925,CUST05853,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02926,CUST00507,The loan was approved faster than expected – very pleased.,positive,
LOG02927,CUST09464,My card was charged twice and no one is fixing it.,negative,
LOG02928,CUST05889,Account blocked again. This is the third time this month.,negative,blocked
LOG02929,CUST01463,"Great customer service, very helpful team.",positive,
LOG02930,CUST06190,"Great customer service, very helpful team.",positive,
LOG02931,CUST01769,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02932,CUST08928,I am very unhappy with how my complaint was handled.,negative,
LOG02933,CUST08633,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02934,CUST04347,What are the current interest rates for savings accounts?,neutral,
LOG02935,CUST05716,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02936,CUST06407,I love the new mobile app features.,positive,
LOG02937,CUST06837,"Excellent experience overall, keep it up.",positive,
LOG02938,CUST05068,I love the new mobile app features.,positive,
LOG02939,CUST00674,"Great customer service, very helpful team.",positive,
LOG02940,CUST08521,Please send me my account statement.,neutral,
LOG02941,CUST05625,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02942,CUST02015,Please send me my account statement.,neutral,
LOG02943,CUST07456,Account blocked again. This is the third time this month.,negative,blocked
LOG02944,CUST04726,Why is my loan application still pending? Terrible process.,negative,
LOG02945,CUST00137,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02946,CUST02411,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02947,CUST02462,The loan was approved faster than expected – very pleased.,positive,
LOG02948,CUST04748,"Excellent experience overall, keep it up.",positive,
LOG02949,CUST09145,"Excellent experience overall, keep it up.",positive,
LOG02950,CUST02665,What documents are needed for a loan application?,neutral,
LOG02951,CUST07977,I am very unhappy with how my complaint was handled.,negative,
LOG02952,CUST01059,I love the new mobile app features.,positive,
LOG02953,CUST00256,I need to know the branch hours.,neutral,
LOG02954,CUST00671,The loan was approved faster than expected – very pleased.,positive,
LOG02955,CUST04637,"Great customer service, very helpful team.",positive,
LOG02956,CUST00872,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02957,CUST05011,Can I increase my credit limit?,neutral,
LOG02958,CUST07051,I cannot access my account – it seems blocked.,negative,blocked
LOG02959,CUST00011,Why is my loan application still pending? Terrible process.,negative,
LOG02960,CUST04120,How do I update my contact details?,neutral,
LOG02961,CUST05738,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG02962,CUST08225,I love the new mobile app features.,positive,
LOG02963,CUST09188,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02964,CUST01410,"Great customer service, very helpful team.",positive,
LOG02965,CUST04435,What documents are needed for a loan application?,neutral,
LOG02966,CUST03224,"Great customer service, very helpful team.",positive,
LOG02967,CUST09589,The loan was approved faster than expected – very pleased.,positive,
LOG02968,CUST04765,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02969,CUST00527,What are the current interest rates for savings accounts?,neutral,
LOG02970,CUST05811,The loan was approved faster than expected – very pleased.,positive,
LOG02971,CUST06329,"Great customer service, very helpful team.",positive,
LOG02972,CUST06540,Account blocked again. This is the third time this month.,negative,blocked
LOG02973,CUST04281,How do I update my contact details?,neutral,
LOG02974,CUST09782,I love the new mobile app features.,positive,
LOG02975,CUST02840,I am very unhappy with how my complaint was handled.,negative,
LOG02976,CUST07141,"Excellent experience overall, keep it up.",positive,
LOG02977,CUST09473,Why is my loan application still pending? Terrible process.,negative,
LOG02978,CUST03269,"Great customer service, very helpful team.",positive,
LOG02979,CUST02224,I am very unhappy with how my complaint was handled.,negative,
LOG02980,CUST09082,The loan was approved faster than expected – very pleased.,positive,
LOG02981,CUST04933,My card was charged twice and no one is fixing it.,negative,
LOG02982,CUST01403,I love the new mobile app features.,positive,
LOG02983,CUST09285,I need to know the branch hours.,neutral,
LOG02984,CUST07556,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG02985,CUST03005,Please send me my account statement.,neutral,
LOG02986,CUST07159,Account blocked again. This is the third time this month.,negative,blocked
LOG02987,CUST02271,"There is a fraud transaction on my account, please help.",negative,fraud
LOG02988,CUST05133,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02989,CUST07674,Why is my loan application still pending? Terrible process.,negative,
LOG02990,CUST07007,Why is my loan application still pending? Terrible process.,negative,
LOG02991,CUST06890,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG02992,CUST07558,Can I increase my credit limit?,neutral,
LOG02993,CUST09158,"Thank you, the issue has been resolved quickly.",positive,
LOG02994,CUST06897,"Thank you, the issue has been resolved quickly.",positive,
LOG02995,CUST02304,"Thank you, the issue has been resolved quickly.",positive,
LOG02996,CUST04955,Please send me my account statement.,neutral,
LOG02997,CUST09509,What are the current interest rates for savings accounts?,neutral,
LOG02998,CUST06114,Please send me my account statement.,neutral,
LOG02999,CUST08901,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03000,CUST04807,Please send me my account statement.,neutral,
LOG03001,CUST06434,"Thank you, the issue has been resolved quickly.",positive,
LOG03002,CUST06602,What are the current interest rates for savings accounts?,neutral,
LOG03003,CUST00098,What documents are needed for a loan application?,neutral,
LOG03004,CUST08488,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03005,CUST00891,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03006,CUST00897,"Thank you, the issue has been resolved quickly.",positive,
LOG03007,CUST01754,I am very unhappy with how my complaint was handled.,negative,
LOG03008,CUST09738,Why is my loan application still pending? Terrible process.,negative,
LOG03009,CUST04761,"Thank you, the issue has been resolved quickly.",positive,
LOG03010,CUST05429,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03011,CUST01990,I cannot access my account – it seems blocked.,negative,blocked
LOG03012,CUST09579,What documents are needed for a loan application?,neutral,
LOG03013,CUST08370,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03014,CUST00869,What documents are needed for a loan application?,neutral,
LOG03015,CUST03360,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03016,CUST09209,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03017,CUST08116,What documents are needed for a loan application?,neutral,
LOG03018,CUST03663,What are the current interest rates for savings accounts?,neutral,
LOG03019,CUST02536,What documents are needed for a loan application?,neutral,
LOG03020,CUST05094,I am very unhappy with how my complaint was handled.,negative,
LOG03021,CUST00106,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03022,CUST03289,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03023,CUST01101,"Thank you, the issue has been resolved quickly.",positive,
LOG03024,CUST02508,I cannot access my account – it seems blocked.,negative,blocked
LOG03025,CUST08517,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03026,CUST04051,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03027,CUST01698,My card was charged twice and no one is fixing it.,negative,
LOG03028,CUST00404,Can I increase my credit limit?,neutral,
LOG03029,CUST07272,"Excellent experience overall, keep it up.",positive,
LOG03030,CUST00912,The loan was approved faster than expected – very pleased.,positive,
LOG03031,CUST04914,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03032,CUST07926,Account blocked again. This is the third time this month.,negative,blocked
LOG03033,CUST03850,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03034,CUST07195,I am very unhappy with how my complaint was handled.,negative,
LOG03035,CUST02019,What documents are needed for a loan application?,neutral,
LOG03036,CUST02397,The loan was approved faster than expected – very pleased.,positive,
LOG03037,CUST03028,I cannot access my account – it seems blocked.,negative,blocked
LOG03038,CUST03944,What are the current interest rates for savings accounts?,neutral,
LOG03039,CUST08381,What are the current interest rates for savings accounts?,neutral,
LOG03040,CUST07802,My card was charged twice and no one is fixing it.,negative,
LOG03041,CUST04752,Can I increase my credit limit?,neutral,
LOG03042,CUST01639,I need to know the branch hours.,neutral,
LOG03043,CUST06019,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03044,CUST06410,I am very unhappy with how my complaint was handled.,negative,
LOG03045,CUST01759,Account blocked again. This is the third time this month.,negative,blocked
LOG03046,CUST06831,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03047,CUST02428,Account blocked again. This is the third time this month.,negative,blocked
LOG03048,CUST04644,"Thank you, the issue has been resolved quickly.",positive,
LOG03049,CUST01969,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03050,CUST06381,Please send me my account statement.,neutral,
LOG03051,CUST09512,How do I update my contact details?,neutral,
LOG03052,CUST00559,I need to know the branch hours.,neutral,
LOG03053,CUST00699,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03054,CUST02283,I need to know the branch hours.,neutral,
LOG03055,CUST07510,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03056,CUST00150,I love the new mobile app features.,positive,
LOG03057,CUST05862,What are the current interest rates for savings accounts?,neutral,
LOG03058,CUST08245,Please send me my account statement.,neutral,
LOG03059,CUST05716,My card was charged twice and no one is fixing it.,negative,
LOG03060,CUST08603,What documents are needed for a loan application?,neutral,
LOG03061,CUST08406,Account blocked again. This is the third time this month.,negative,blocked
LOG03062,CUST02859,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03063,CUST05765,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03064,CUST09227,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03065,CUST07529,I need to know the branch hours.,neutral,
LOG03066,CUST04561,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03067,CUST06455,I am very unhappy with how my complaint was handled.,negative,
LOG03068,CUST07926,How do I update my contact details?,neutral,
LOG03069,CUST07730,The loan was approved faster than expected – very pleased.,positive,
LOG03070,CUST02956,Please send me my account statement.,neutral,
LOG03071,CUST08307,Please send me my account statement.,neutral,
LOG03072,CUST08609,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03073,CUST02121,I love the new mobile app features.,positive,
LOG03074,CUST05310,What documents are needed for a loan application?,neutral,
LOG03075,CUST09515,Please send me my account statement.,neutral,
LOG03076,CUST09577,I love the new mobile app features.,positive,
LOG03077,CUST06616,Please send me my account statement.,neutral,
LOG03078,CUST00737,"Thank you, the issue has been resolved quickly.",positive,
LOG03079,CUST02608,How do I update my contact details?,neutral,
LOG03080,CUST01582,My card was charged twice and no one is fixing it.,negative,
LOG03081,CUST01741,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03082,CUST07806,The loan was approved faster than expected – very pleased.,positive,
LOG03083,CUST03794,I need to know the branch hours.,neutral,
LOG03084,CUST03877,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03085,CUST02851,"Thank you, the issue has been resolved quickly.",positive,
LOG03086,CUST06293,What documents are needed for a loan application?,neutral,
LOG03087,CUST01055,Can I increase my credit limit?,neutral,
LOG03088,CUST04104,I cannot access my account – it seems blocked.,negative,blocked
LOG03089,CUST00614,"Thank you, the issue has been resolved quickly.",positive,
LOG03090,CUST07235,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03091,CUST09938,I love the new mobile app features.,positive,
LOG03092,CUST00483,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03093,CUST05262,"Great customer service, very helpful team.",positive,
LOG03094,CUST07365,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03095,CUST02183,Can I increase my credit limit?,neutral,
LOG03096,CUST09401,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03097,CUST03273,Please send me my account statement.,neutral,
LOG03098,CUST04137,"Great customer service, very helpful team.",positive,
LOG03099,CUST07169,Can I increase my credit limit?,neutral,
LOG03100,CUST04688,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03101,CUST03297,My card was charged twice and no one is fixing it.,negative,
LOG03102,CUST02656,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03103,CUST08660,The loan was approved faster than expected – very pleased.,positive,
LOG03104,CUST01410,My card was charged twice and no one is fixing it.,negative,
LOG03105,CUST00398,Please send me my account statement.,neutral,
LOG03106,CUST01577,What documents are needed for a loan application?,neutral,
LOG03107,CUST00545,My card was charged twice and no one is fixing it.,negative,
LOG03108,CUST00086,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03109,CUST06686,I need to know the branch hours.,neutral,
LOG03110,CUST08956,"Excellent experience overall, keep it up.",positive,
LOG03111,CUST05583,"Thank you, the issue has been resolved quickly.",positive,
LOG03112,CUST08654,What are the current interest rates for savings accounts?,neutral,
LOG03113,CUST03116,Can I increase my credit limit?,neutral,
LOG03114,CUST09345,What are the current interest rates for savings accounts?,neutral,
LOG03115,CUST08206,Can I increase my credit limit?,neutral,
LOG03116,CUST05841,Why is my loan application still pending? Terrible process.,negative,
LOG03117,CUST09154,Please send me my account statement.,neutral,
LOG03118,CUST01101,"Great customer service, very helpful team.",positive,
LOG03119,CUST07005,The loan was approved faster than expected – very pleased.,positive,
LOG03120,CUST06163,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03121,CUST09325,How do I update my contact details?,neutral,
LOG03122,CUST02084,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03123,CUST01654,I am very unhappy with how my complaint was handled.,negative,
LOG03124,CUST08171,How do I update my contact details?,neutral,
LOG03125,CUST00844,My card was charged twice and no one is fixing it.,negative,
LOG03126,CUST08857,Please send me my account statement.,neutral,
LOG03127,CUST00370,I need to know the branch hours.,neutral,
LOG03128,CUST04750,What are the current interest rates for savings accounts?,neutral,
LOG03129,CUST06397,I need to know the branch hours.,neutral,
LOG03130,CUST01114,Why is my loan application still pending? Terrible process.,negative,
LOG03131,CUST04720,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03132,CUST08756,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03133,CUST03956,Please send me my account statement.,neutral,
LOG03134,CUST08193,Please send me my account statement.,neutral,
LOG03135,CUST06541,I am very unhappy with how my complaint was handled.,negative,
LOG03136,CUST00929,"Excellent experience overall, keep it up.",positive,
LOG03137,CUST09549,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03138,CUST04310,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03139,CUST00492,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03140,CUST05539,"Thank you, the issue has been resolved quickly.",positive,
LOG03141,CUST04275,The loan was approved faster than expected – very pleased.,positive,
LOG03142,CUST05482,My card was charged twice and no one is fixing it.,negative,
LOG03143,CUST02283,"Thank you, the issue has been resolved quickly.",positive,
LOG03144,CUST08964,My card was charged twice and no one is fixing it.,negative,
LOG03145,CUST01022,Why is my loan application still pending? Terrible process.,negative,
LOG03146,CUST08087,What are the current interest rates for savings accounts?,neutral,
LOG03147,CUST09239,How do I update my contact details?,neutral,
LOG03148,CUST05667,I cannot access my account – it seems blocked.,negative,blocked
LOG03149,CUST06820,"Thank you, the issue has been resolved quickly.",positive,
LOG03150,CUST09035,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03151,CUST02122,The loan was approved faster than expected – very pleased.,positive,
